Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
04/16/2021,657,6,57,109,189,126,94,67,47,13,12,0,377,280,0,172,25,230,130,23,77,0,0,0,0,2,2,0,2,0,2,4,0,1,0,3,1,0,1,0,8,5,6,13,15,7,3,0,35,22,0,11,0,36,7,1,2
07/29/2020,446,3,19,56,131,94,68,51,28,12,6,0,233,209,4,188,7,103,101,14,33,0,0,0,1,0,1,0,1,0,2,1,0,1,0,2,0,0,0,1,3,1,8,2,2,1,1,0,7,12,0,8,0,8,2,1,0
02/01/2021,608,9,41,79,150,114,95,89,43,22,16,0,318,289,1,233,20,109,167,24,55,0,0,0,0,1,5,0,3,0,7,2,0,3,0,4,2,0,0,1,2,3,3,6,11,9,6,0,21,20,0,12,0,17,8,3,1
03/18/2021,418,3,33,55,163,78,52,40,22,3,5,0,201,217,0,85,16,94,166,17,40,0,0,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,4,3,4,4,4,11,2,1,0,16,17,0,4,2,15,9,3,0
09/03/2021,505,6,44,121,128,95,74,35,23,20,9,0,240,264,1,105,23,128,124,29,96,0,0,0,2,0,1,2,1,0,3,3,0,2,0,4,0,0,0,2,4,6,7,8,6,10,1,0,18,26,0,15,0,17,7,0,5
05/19/2021,279,7,39,45,71,64,25,30,33,7,4,0,148,131,0,77,7,121,37,8,29,0,0,0,1,1,0,2,3,0,6,1,0,1,1,3,2,0,0,0,7,5,4,6,10,6,1,0,20,19,0,5,0,30,3,1,0
10/06/2020,560,2,29,61,176,105,93,71,32,17,5,0,294,265,1,232,15,71,180,16,46,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,5,5,5,4,5,3,1,0,10,19,0,11,1,8,7,1,1
11/08/2020,1105,11,109,123,269,236,177,142,87,44,27,0,553,550,2,374,32,193,357,55,94,0,1,0,0,1,3,3,3,0,0,11,0,6,0,4,1,0,0,6,9,3,14,23,17,23,14,0,57,52,0,44,4,41,17,3,0
12/16/2020,1387,25,83,175,324,253,219,205,109,55,47,0,688,693,6,531,50,300,314,53,139,0,0,2,1,0,6,7,9,0,13,12,0,4,1,10,10,0,0,2,6,3,9,19,16,15,13,0,43,40,0,25,2,34,18,3,1
04/19/2020,459,35,158,7,66,60,66,75,75,50,60,0,206,253,0,156,20,178,61,20,24,0,0,0,3,7,7,5,13,0,11,24,0,13,2,13,5,2,0,1,13,7,16,37,30,30,24,0,69,89,0,58,6,65,22,7,0
07/06/2020,283,5,31,23,80,66,41,35,21,11,6,0,150,129,4,95,10,82,55,6,35,0,0,0,0,1,2,0,2,0,4,1,0,1,0,2,2,0,0,1,3,3,5,6,5,5,3,0,17,14,0,6,1,16,6,0,2
08/17/2021,561,3,36,82,155,129,79,57,36,15,8,0,271,285,5,117,24,164,153,25,78,0,0,0,0,1,1,0,1,0,0,3,0,0,1,1,1,0,0,0,4,4,2,8,6,6,6,0,23,13,0,6,0,18,9,1,2
07/25/2020,156,8,21,29,34,33,25,16,7,9,3,0,79,77,0,61,8,34,35,6,12,0,0,0,1,1,3,1,2,0,4,4,0,2,0,3,3,0,0,0,0,3,5,2,4,4,3,0,12,9,0,3,0,12,5,1,0
05/11/2021,309,9,34,60,65,69,41,34,30,5,5,0,160,149,0,63,6,139,51,10,40,0,1,0,1,1,1,4,1,0,4,5,0,3,0,3,3,0,0,0,2,5,6,5,7,6,3,0,15,19,0,5,0,23,6,0,0
09/09/2021,512,4,39,116,138,104,52,45,34,14,9,0,274,236,2,86,15,134,154,29,94,0,0,0,0,0,1,3,0,0,1,3,0,1,0,0,2,0,1,2,4,7,7,1,7,4,7,0,17,22,0,7,0,22,7,2,1
08/23/2021,645,2,53,126,141,139,79,67,54,26,13,0,338,306,1,161,19,158,167,21,119,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,2,5,6,4,11,12,8,5,0,30,23,0,14,0,27,7,0,5
03/06/2020,3,0,2,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0
10/05/2020,553,3,22,54,157,117,95,66,38,22,4,0,266,286,1,234,17,100,137,12,53,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,2,0,0,1,4,3,2,2,4,5,1,0,9,13,0,7,0,11,4,0,0
12/07/2020,2068,35,109,274,472,399,328,285,171,92,47,0,1075,985,8,878,77,413,402,90,208,0,0,0,3,6,3,10,13,0,10,25,0,13,3,10,9,0,0,7,10,7,6,23,22,14,20,0,51,58,0,36,4,46,19,3,1
03/12/2021,347,9,16,52,92,78,49,46,18,6,6,0,199,148,0,92,15,71,113,17,39,0,0,1,1,3,1,1,2,0,4,5,0,3,0,5,1,0,0,1,3,0,3,3,2,3,1,0,9,7,0,4,0,7,4,1,0
09/30/2021,463,7,27,117,105,91,48,46,29,19,8,0,238,223,2,74,13,130,156,39,51,0,0,0,0,3,0,1,3,0,4,3,0,1,0,6,0,0,0,1,0,2,5,3,5,7,4,0,18,9,0,3,0,15,9,0,0
05/02/2020,719,49,164,25,142,126,154,143,74,40,15,0,343,376,0,422,9,124,71,15,78,0,0,0,1,8,14,11,15,0,20,29,0,11,3,24,10,1,0,2,9,8,28,34,31,33,19,0,66,98,0,67,3,62,26,4,2
05/10/2021,400,6,42,104,66,72,67,50,29,7,5,0,218,182,0,84,19,182,67,13,35,1,0,0,1,0,0,2,2,0,4,2,0,0,0,5,1,0,0,0,3,5,9,11,8,4,2,0,23,19,0,6,0,28,6,1,1
09/12/2021,262,4,35,55,61,51,36,25,19,13,2,0,164,98,0,45,17,79,67,14,40,0,0,1,0,0,1,1,1,0,2,2,0,1,0,1,2,0,0,0,1,4,8,9,8,4,1,0,17,18,0,6,1,23,4,0,1
06/17/2020,219,21,29,18,57,33,32,30,23,13,13,0,109,109,1,109,3,50,39,4,14,0,0,0,1,3,7,5,5,0,11,10,0,9,1,7,4,0,0,1,2,3,2,3,6,5,7,0,17,12,0,6,1,18,4,0,0
06/30/2020,265,3,26,25,92,59,39,24,15,5,6,0,135,129,1,114,3,56,63,4,25,0,0,0,0,0,1,2,0,0,2,1,0,1,0,1,1,0,0,2,4,3,3,3,5,2,4,0,13,13,0,11,1,9,5,0,0
12/20/2020,581,30,70,62,139,116,94,70,48,31,21,0,303,277,1,172,37,113,206,14,39,0,0,0,3,3,9,10,5,0,8,22,0,13,1,10,6,0,0,3,9,5,6,10,12,15,10,0,40,30,0,20,2,34,9,1,4
08/08/2020,177,3,16,22,56,27,32,18,14,3,5,0,94,81,2,69,7,39,45,7,10,0,0,0,1,1,0,1,0,0,0,3,0,2,0,1,0,0,0,0,1,1,2,4,3,2,3,0,6,10,0,8,1,5,2,0,0
01/04/2021,1875,10,86,229,477,386,304,225,137,71,46,0,986,879,10,725,71,326,466,89,198,0,0,0,0,1,2,3,4,0,4,6,0,5,1,0,4,0,0,2,6,4,7,13,17,17,20,0,42,44,0,29,4,36,15,1,1
10/16/2020,954,3,40,113,243,182,159,134,73,35,15,0,498,452,4,391,27,181,263,27,65,0,0,0,0,0,2,0,1,0,1,2,0,0,0,3,0,0,0,1,4,4,1,10,10,7,3,0,25,15,0,13,0,13,9,3,2
02/20/2021,213,9,17,35,57,30,29,33,13,8,8,0,107,106,0,65,8,41,66,16,17,0,0,0,1,0,0,5,3,0,5,4,0,3,1,3,2,0,0,1,1,0,2,1,4,2,6,0,9,8,0,3,0,10,2,2,0
09/07/2021,564,3,38,117,132,97,84,58,39,22,15,0,292,268,4,125,22,146,138,20,113,0,0,0,1,1,0,0,1,0,0,3,0,2,0,1,0,0,0,1,4,4,7,3,10,5,4,0,26,12,0,10,2,18,6,1,1
10/05/2021,377,3,23,96,81,78,50,32,19,13,8,0,191,185,1,69,15,95,119,28,51,0,0,0,0,0,1,1,1,0,1,2,0,1,0,1,1,0,0,1,2,4,3,2,6,3,2,0,13,10,0,6,1,7,5,4,0
06/19/2020,220,15,37,28,69,38,29,24,16,9,7,0,112,106,2,99,2,56,33,9,21,0,0,0,1,3,3,2,6,0,7,8,0,3,1,5,6,0,0,3,4,2,6,7,8,3,4,0,18,19,0,12,0,19,5,1,0
03/12/2020,21,0,7,0,6,5,2,4,3,1,0,0,6,15,0,2,0,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,3,4,0,0,1,4,2,0,0
03/22/2020,168,2,68,6,23,27,31,37,24,14,6,0,74,94,0,22,6,83,51,5,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,6,7,12,14,12,12,5,0,34,34,0,11,4,46,5,2,0
07/10/2020,346,6,30,35,120,75,51,24,18,18,5,0,169,175,2,106,7,111,76,11,35,0,0,0,0,2,1,2,1,0,1,5,0,3,0,2,1,0,0,0,3,3,0,5,3,12,4,0,14,16,0,6,0,18,6,0,0
04/16/2020,678,31,152,8,118,114,119,121,94,63,41,0,321,357,0,268,19,224,101,18,48,0,0,0,2,3,6,8,12,0,14,17,0,5,3,16,7,0,0,0,5,10,15,33,33,32,24,0,57,95,0,48,2,72,22,8,0
07/04/2020,62,5,14,8,15,10,13,6,7,2,1,0,33,27,2,13,3,17,17,3,9,0,0,0,0,0,2,1,2,0,1,4,0,4,0,0,1,0,0,2,1,0,1,5,1,2,2,0,8,6,0,3,0,8,1,1,1
04/18/2021,316,7,53,44,71,78,45,44,18,9,7,0,173,143,0,62,12,132,70,16,24,0,0,0,0,4,0,1,2,0,5,2,0,3,1,3,0,0,0,2,5,4,8,17,9,5,3,0,27,26,0,7,0,37,7,1,1
06/01/2021,127,5,22,29,23,25,26,15,5,4,0,0,73,52,2,28,3,48,24,6,18,0,0,0,1,1,2,1,0,0,2,3,0,2,0,3,0,0,0,3,1,3,4,3,3,4,1,0,11,11,0,4,0,14,4,0,0
06/25/2020,249,11,22,22,70,65,36,21,20,11,4,0,124,125,0,94,4,64,57,5,25,0,0,1,3,0,2,2,3,0,6,5,0,7,0,3,1,0,0,0,3,1,4,4,3,6,1,0,12,10,0,7,0,12,2,0,1
11/30/2020,2390,23,123,282,558,500,370,319,199,98,64,0,1270,1117,3,971,95,427,540,85,272,0,0,0,2,2,4,10,5,0,10,13,0,6,1,7,8,1,0,3,14,10,10,15,21,29,21,0,67,56,0,39,11,42,27,3,1
08/24/2021,563,3,35,113,156,122,64,45,26,24,11,2,289,271,3,106,21,149,158,21,108,0,0,0,0,1,0,1,1,0,1,2,0,2,0,0,1,0,0,0,3,4,3,6,9,5,5,0,20,15,0,1,1,19,10,1,3
04/01/2021,721,2,43,89,236,166,88,71,41,26,4,0,368,352,1,171,36,181,239,31,63,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,7,4,6,9,8,8,1,0,24,19,0,9,0,24,9,0,1
12/06/2020,709,27,91,72,161,128,111,99,72,48,18,0,375,332,2,219,28,154,196,23,89,0,0,0,2,2,3,8,12,0,11,16,0,9,3,7,6,1,1,2,7,5,8,12,18,18,21,0,47,44,0,28,1,36,22,3,1
06/28/2021,50,2,11,12,9,9,9,5,3,3,0,0,18,32,0,12,2,20,8,2,6,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,2,1,0,2,1,3,1,0,7,4,0,6,0,5,0,0,0
10/27/2020,1628,4,89,202,453,341,252,179,117,53,31,0,843,783,2,688,45,251,419,75,150,0,0,0,0,0,3,1,0,0,2,2,0,3,0,0,1,0,0,4,2,7,13,23,20,9,11,0,51,38,0,27,3,37,18,2,2
04/29/2020,1152,44,158,54,208,231,219,201,118,62,59,0,546,603,3,638,20,203,144,35,112,0,1,1,4,4,5,9,20,0,21,23,0,16,3,13,12,0,0,0,12,11,23,26,34,20,32,0,79,79,0,59,4,49,35,9,2
04/27/2020,1158,35,169,42,234,201,232,207,125,53,64,0,579,564,15,606,27,236,132,47,110,0,0,0,1,3,4,14,13,0,11,24,0,8,1,19,7,0,0,1,10,9,16,39,37,20,37,0,78,91,0,58,4,71,28,8,0
09/13/2021,550,7,40,127,127,120,64,46,34,23,9,0,275,274,1,99,24,167,127,58,75,0,0,2,1,0,3,1,0,0,1,6,0,4,0,2,1,0,0,2,3,4,5,10,7,5,4,0,25,15,0,6,0,24,7,0,3
05/30/2021,52,7,10,7,15,11,6,6,7,0,0,0,23,29,0,18,0,18,8,1,7,0,0,0,0,1,1,3,2,0,3,4,0,1,0,5,1,0,0,1,0,0,3,1,4,0,1,0,7,3,0,2,0,6,2,0,0
07/09/2021,84,1,7,13,20,26,12,5,5,2,1,0,41,43,0,18,1,24,19,5,17,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,2,1,1,0,1,0,5,2,0,3,0,2,2,0,0
08/21/2021,373,1,49,48,91,88,67,44,24,8,3,0,194,179,0,96,11,101,96,18,51,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,5,12,4,9,8,5,4,0,23,26,0,8,0,28,10,1,2
09/24/2021,353,7,22,70,87,81,41,34,24,14,2,0,184,167,2,64,13,102,101,27,46,0,0,2,1,0,2,1,1,0,2,5,0,2,1,2,2,0,0,0,2,4,5,3,2,4,2,0,11,11,0,6,0,9,6,1,0
04/03/2020,466,24,160,2,71,64,77,94,79,49,30,0,254,212,0,120,28,198,85,14,21,0,0,1,2,2,4,6,9,0,11,13,0,3,0,19,2,0,0,2,7,9,23,26,39,33,21,0,75,85,0,37,4,93,19,4,3
08/29/2020,234,4,25,24,73,37,41,25,22,12,0,0,128,106,0,109,7,28,66,7,17,0,0,0,0,1,1,1,1,0,2,2,0,1,1,0,2,0,0,2,2,4,2,3,5,7,0,0,11,14,0,12,0,8,5,0,0
08/20/2020,422,3,24,48,120,85,64,58,33,10,4,0,235,185,2,185,8,73,113,12,31,0,0,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,0,0,4,5,4,3,5,2,1,0,13,11,0,11,1,4,7,1,0
01/17/2021,392,15,52,40,74,75,61,67,31,26,18,0,195,197,0,95,11,88,138,25,35,0,0,0,0,0,1,7,7,0,5,10,0,5,1,6,3,0,0,1,5,3,4,9,8,12,10,0,23,29,0,9,3,23,15,1,1
10/10/2020,442,5,32,40,114,108,67,59,35,9,10,0,229,212,1,172,11,55,143,18,43,0,0,0,0,1,2,1,1,0,3,2,0,0,1,2,2,0,0,0,3,2,4,5,2,8,8,0,15,17,0,8,0,11,11,2,0
01/06/2021,1457,13,66,190,417,298,203,155,107,63,24,0,755,695,7,481,58,293,412,68,145,0,0,0,0,2,5,1,5,0,6,7,0,3,2,4,3,1,0,1,3,5,5,10,13,15,14,0,26,40,0,20,3,25,15,0,3
08/28/2021,362,3,28,79,92,64,51,32,25,11,8,0,186,174,2,79,11,111,83,10,68,0,0,0,0,0,1,0,2,0,1,2,0,0,0,1,2,0,0,1,3,3,3,5,6,4,3,0,14,14,0,5,0,16,7,0,0
06/11/2020,203,10,28,19,63,27,29,33,19,9,4,0,108,91,4,102,3,40,34,6,18,0,0,0,1,1,2,2,4,0,4,6,0,3,1,4,2,0,0,0,4,4,2,5,6,3,4,0,9,19,0,13,0,9,6,0,0
10/25/2020,526,10,44,66,139,125,63,66,39,18,10,0,282,243,1,142,14,91,208,25,46,0,0,0,2,0,4,3,1,0,4,6,0,3,0,5,2,0,0,2,5,4,6,9,9,5,4,0,24,20,0,13,0,21,7,3,0
03/05/2021,291,6,23,47,77,62,38,29,24,8,6,0,151,140,0,79,25,66,85,15,21,0,0,0,0,0,1,1,4,0,4,2,0,1,0,3,2,0,0,1,1,0,2,10,5,1,3,0,11,12,0,4,2,9,7,1,0
06/02/2021,101,7,17,19,27,16,6,19,8,5,1,0,60,41,0,17,5,37,19,5,18,0,0,0,0,2,3,2,0,0,5,2,0,2,0,4,1,0,0,0,3,4,2,4,1,2,1,0,12,5,0,2,1,10,3,1,0
04/24/2020,1074,54,168,30,177,172,186,189,157,74,89,0,515,558,1,474,32,260,162,48,98,0,1,2,0,6,12,15,18,0,19,35,0,14,2,22,16,0,0,3,4,22,16,35,40,25,23,0,76,92,0,70,4,60,25,8,1
04/17/2021,438,6,60,70,98,96,78,46,24,14,12,0,237,201,0,134,23,160,74,20,27,0,0,0,2,2,1,0,1,0,1,5,0,1,1,4,0,0,0,1,6,3,11,12,6,10,11,0,33,27,0,13,1,32,7,5,2
08/12/2020,433,2,28,51,117,93,73,53,29,10,7,0,226,205,2,188,3,93,110,16,23,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,2,1,4,5,8,4,3,0,11,17,0,13,0,9,5,0,1
07/07/2020,342,4,25,35,107,69,55,45,19,8,4,0,184,157,1,110,12,96,80,10,34,0,0,0,0,0,3,0,1,0,3,1,0,3,0,1,0,0,0,0,2,3,2,5,4,6,3,0,9,16,0,4,2,13,4,1,1
08/24/2020,555,3,24,91,135,111,96,66,31,18,7,0,290,259,6,301,11,69,131,15,28,0,0,0,0,0,0,2,1,0,0,3,0,1,0,1,1,0,0,3,3,4,2,4,3,2,3,0,8,16,0,8,1,7,6,2,0
03/26/2020,413,2,131,2,65,74,78,96,53,36,9,0,181,232,0,82,14,201,97,11,8,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,7,11,23,25,26,28,11,0,57,74,0,27,1,81,18,4,0
11/25/2020,1834,17,110,260,432,354,256,237,165,84,45,1,967,859,8,662,52,359,411,82,268,0,0,1,1,0,3,6,6,0,4,13,0,8,0,4,5,0,0,2,7,8,11,19,26,17,20,0,57,53,0,38,5,33,27,5,2
02/14/2021,143,9,20,22,38,29,19,17,4,12,2,0,75,68,0,32,8,25,51,7,20,0,0,0,0,0,2,3,4,0,4,5,0,2,0,3,4,0,0,1,2,3,0,4,4,4,2,0,9,11,0,7,0,9,4,0,0
07/02/2021,55,1,6,5,11,10,13,6,7,3,0,0,33,22,0,9,1,14,19,6,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,6,0,0,0,0,6,0,0,0
12/09/2020,1757,28,113,194,432,332,294,220,178,75,32,0,942,807,8,716,67,358,348,64,204,0,1,0,1,2,9,8,7,0,11,17,0,9,1,9,9,0,0,4,9,2,11,20,23,23,21,0,56,57,0,28,5,50,22,7,1
07/19/2020,100,2,22,14,27,23,9,14,6,6,1,0,53,46,1,26,2,35,28,3,6,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,1,2,5,5,3,2,1,0,13,9,0,1,0,18,3,0,0
03/25/2020,367,5,124,2,51,71,72,82,33,36,20,0,169,198,0,50,11,191,91,18,6,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,17,24,16,28,17,0,54,70,0,13,2,91,15,3,0
04/09/2021,767,5,60,137,218,149,112,74,52,17,8,0,412,354,1,192,26,240,195,34,80,0,0,0,1,2,0,0,2,0,1,4,0,2,1,0,2,0,0,1,4,4,14,15,11,6,5,0,33,27,0,10,1,32,14,2,1
10/01/2021,382,3,33,78,92,85,46,34,26,15,6,0,197,177,8,62,26,99,110,34,51,0,0,0,0,1,0,2,0,0,3,0,0,2,0,1,0,0,0,0,4,5,2,6,5,5,6,0,19,14,0,4,2,16,8,0,3
01/01/2021,266,20,73,28,60,49,37,34,19,21,18,0,132,133,1,71,11,51,93,10,30,0,0,1,1,0,6,4,8,0,8,12,0,6,1,6,6,1,0,0,4,10,6,17,8,12,16,0,35,38,0,24,2,29,16,1,1
07/24/2020,347,3,26,38,103,77,47,39,21,11,11,0,196,149,2,137,12,86,78,10,24,0,0,1,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,3,4,2,5,0,13,13,0,8,1,13,4,0,0
03/23/2020,290,3,100,4,46,55,53,56,30,35,11,0,141,149,0,41,13,136,77,12,11,1,1,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,1,4,15,12,17,17,25,9,0,48,52,0,16,5,63,11,4,1
11/03/2020,2144,13,108,262,556,450,350,265,153,65,43,0,1091,1050,3,882,73,292,576,93,228,0,0,0,0,2,5,4,2,0,2,11,0,4,0,4,5,0,0,3,10,12,11,17,23,13,19,0,52,56,0,45,5,36,19,1,2
08/30/2021,597,5,43,135,123,128,88,61,33,22,7,0,314,283,0,157,12,143,136,29,120,0,0,0,1,1,1,0,2,0,3,2,0,2,0,3,0,0,0,1,5,4,10,5,5,8,5,0,22,21,0,10,0,21,7,3,2
10/03/2020,227,3,31,26,57,46,35,28,20,9,6,0,121,106,0,77,7,36,75,10,22,0,0,0,0,1,1,0,1,0,1,2,0,2,0,1,0,0,0,0,2,5,2,4,10,4,4,0,15,16,0,13,0,12,5,0,1
03/15/2021,365,6,34,43,106,69,63,30,34,12,8,0,199,166,0,96,27,82,106,22,32,0,0,0,0,0,4,0,2,0,3,3,0,3,0,2,1,0,0,1,3,2,3,4,12,4,5,0,23,11,0,7,3,11,6,5,2
08/18/2021,557,3,26,75,153,122,80,60,39,20,8,0,273,281,3,117,22,134,168,22,94,0,0,0,0,1,1,0,1,0,0,3,0,0,0,2,1,0,0,1,2,3,4,2,9,2,3,0,14,12,0,4,0,15,7,0,0
01/14/2021,1052,15,59,135,221,232,175,126,93,46,24,0,546,503,3,413,59,179,249,44,108,0,0,0,1,2,3,2,7,0,3,12,0,5,4,3,3,0,0,0,2,7,6,7,10,19,8,0,32,27,0,17,2,23,13,3,1
09/20/2020,108,6,17,14,31,28,13,9,5,7,1,0,57,51,0,32,9,14,47,2,4,0,0,0,0,0,3,1,2,0,3,3,0,3,0,1,2,0,0,0,2,2,1,5,3,3,1,0,6,11,0,5,0,7,4,1,0
05/07/2020,938,49,141,58,179,194,171,147,116,40,33,0,483,447,8,519,20,152,112,26,109,0,0,2,2,8,14,10,13,0,20,29,0,16,3,19,9,1,1,2,5,18,20,20,35,23,18,0,55,86,0,69,3,41,22,5,1
04/21/2020,875,36,171,20,148,164,160,154,109,56,64,0,439,436,0,416,13,226,133,29,58,0,1,0,3,0,7,11,14,0,14,22,0,12,2,18,4,0,0,1,5,10,16,34,37,34,34,0,73,98,0,56,4,73,29,8,1
05/09/2021,167,9,48,28,28,37,22,20,15,10,7,0,87,80,0,51,3,71,24,7,11,0,0,0,1,2,2,4,0,0,4,5,0,3,0,4,2,0,0,0,4,8,12,4,9,5,6,0,22,26,0,13,0,26,4,4,1
10/17/2020,547,5,44,70,139,115,95,58,45,15,10,0,275,272,0,238,16,80,156,17,40,0,0,0,1,0,1,0,3,0,2,3,0,3,0,2,0,0,0,2,7,4,5,4,9,6,7,0,31,13,0,15,2,20,7,0,0
06/05/2020,339,17,42,33,76,70,51,51,30,18,10,0,173,166,0,200,5,57,37,11,29,0,0,0,0,3,1,9,4,0,10,7,0,5,0,7,5,0,0,0,6,5,5,8,6,9,3,0,20,22,0,18,0,15,4,2,3
07/23/2020,319,3,29,33,101,68,43,36,17,12,9,0,190,129,0,95,14,83,87,14,26,0,0,0,1,0,0,2,0,0,2,1,0,1,0,2,0,0,0,0,4,6,3,5,3,5,3,0,15,14,0,14,1,10,3,1,0
03/30/2020,439,12,158,6,54,78,81,82,59,43,36,0,217,222,0,92,13,218,83,14,19,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,9,17,32,35,32,24,0,68,90,0,27,3,102,21,4,1
12/13/2020,609,23,73,53,129,128,93,84,59,37,26,0,327,281,1,167,33,117,191,33,68,0,1,0,1,2,5,9,5,0,5,18,0,6,1,10,6,0,0,3,5,2,9,8,15,12,19,0,37,36,0,23,2,32,13,3,0
06/29/2020,280,7,31,22,89,56,36,40,17,9,11,0,138,140,2,112,4,68,64,7,25,0,0,0,0,0,2,2,3,0,4,3,0,3,0,2,2,0,0,1,4,3,4,5,7,1,6,0,12,19,0,14,0,11,5,0,1
04/22/2021,583,4,68,107,153,129,80,56,34,15,9,0,309,273,1,157,27,195,114,20,70,0,0,0,1,2,0,1,0,0,2,2,0,1,1,2,0,0,0,1,4,13,14,14,8,9,5,0,30,38,0,20,2,37,7,0,2
04/07/2021,836,3,55,136,247,184,113,79,45,15,17,0,438,397,1,206,37,215,242,27,109,0,0,0,0,1,0,1,1,0,2,1,0,2,0,0,1,0,0,4,3,4,6,12,8,7,11,0,30,25,0,11,2,33,5,4,0
05/22/2020,724,36,92,64,155,135,125,112,74,35,24,0,370,348,6,390,11,161,83,25,54,0,0,0,1,6,10,8,11,0,16,20,0,12,2,14,8,0,0,0,9,13,8,11,19,18,14,0,40,52,0,38,4,38,10,0,2
10/11/2021,312,4,20,72,66,58,38,40,19,15,4,0,177,135,0,39,10,66,116,32,49,0,1,0,0,1,0,1,1,0,1,3,0,0,0,3,1,0,0,0,0,3,0,6,6,3,2,0,13,7,0,5,2,6,5,0,2
07/14/2021,141,2,7,25,44,33,15,13,9,1,1,0,73,66,2,13,5,48,47,7,21,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,2,1,0,1,0,3,4,0,1,0,4,1,1,0
12/11/2020,1671,28,110,235,380,311,267,225,136,79,38,0,861,807,3,657,65,321,367,62,199,0,0,0,0,2,7,9,10,0,11,17,0,9,1,10,6,2,0,2,5,9,9,21,19,32,13,0,53,57,0,36,2,39,28,5,0
10/20/2020,1197,5,56,159,309,231,199,141,88,48,22,0,605,591,1,532,36,157,322,30,120,0,0,0,0,2,1,1,1,0,2,3,0,1,0,2,2,0,0,1,4,5,4,8,12,14,8,0,30,26,0,18,1,18,18,1,0
07/12/2020,97,4,15,7,33,15,19,11,3,7,2,0,52,45,0,32,4,27,21,2,11,0,0,0,0,0,2,0,2,0,2,2,0,0,0,1,3,0,0,1,3,0,1,2,2,5,1,0,6,9,0,3,3,8,1,0,0
06/02/2020,244,25,50,14,33,44,44,31,34,18,26,0,123,111,10,94,14,66,23,9,38,0,0,1,0,3,3,4,14,0,12,13,0,15,2,5,3,0,0,0,4,4,4,9,12,12,5,0,22,28,0,21,2,15,11,1,0
10/10/2021,168,5,26,29,38,31,23,20,14,9,4,0,95,72,1,33,12,38,57,12,16,0,0,0,1,1,1,2,0,0,2,3,0,2,0,0,3,0,0,0,2,5,3,6,5,3,2,0,15,11,0,6,0,12,4,0,4
